nfeatures,n_octave_layers,ratio_threshold,min_match_count,min_inliers,min_bbox_area,accuracy,tpr,fpr,tp,fp,fn,runtime
1000,3,0.6,10,10,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.941768243006663
1000,3,0.6,10,20,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.82851853199827
1000,3,0.6,20,6,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.766968347001239
1000,3,0.6,20,10,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.628857452000375
1000,3,0.6,20,20,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.655272174997663
1000,3,0.7,10,6,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,10.934530751001148
2000,3,0.6,10,10,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,7.587848395000037
2000,3,0.6,10,10,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,7.222556419998
2000,3,0.6,20,10,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,7.245812694003689
4000,3,0.6,20,6,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.666660224997031
4000,3,0.6,20,20,100,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,6.672352923997096
4000,3,0.7,20,10,25,0.6391752577319587,0.7209302325581395,0.1506849315068493,62,11,24,8.106938308999815
1000,3,0.6,35,6,25,0.6382978723404256,0.6976744186046512,0.11764705882352941,60,8,26,6.191996998000832
1000,3,0.6,35,6,100,0.6382978723404256,0.6976744186046512,0.11764705882352941,60,8,26,6.167998165998142
4000,3,0.6,10,6,100,0.6363636363636364,0.7325581395348837,0.17105263157894737,63,13,23,6.870362467998348
1000,3,0.6,20,6,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,6.6987385299944435
1000,3,0.65,20,10,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,7.180677618998743
2000,3,0.6,10,20,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,7.107220407997374
2000,3,0.6,35,10,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,6.455159386001469
2000,3,0.7,10,10,25,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,9.048549031998846
2000,3,0.7,20,10,25,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,8.871510224002122
2000,3,0.7,20,10,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,8.798996543002431
4000,3,0.7,10,20,100,0.6354166666666666,0.7093023255813954,0.14084507042253522,61,10,25,8.470847352000419
1000,3,0.6,10,6,25,0.6326530612244898,0.7209302325581395,0.16216216216216217,62,12,24,6.733785563999845
2000,3,0.6,10,6,100,0.6326530612244898,0.7209302325581395,0.16216216216216217,62,12,24,8.044159609999042
